Scraped Locations,Scraped Users,Scraped Reviews,Scraped Ratings,Scraped Dates,Type
Sembawang Traditional Claypot Rice,Desmond Tung,"Skipping the queue with early dinner. Reach here at about 4.30pm and order the claypot rice, San Lou Fried Bee Hoon and salted egg butter gourd. The taste is good overall but not the claypot rice, perhaps more salted fish needs to be added to make it more flavourful.",4,4 years ago,Restaurants
Seoul Kitchen,Puong Huei Lau,"Seoul Kitchen is a must-try for anyone craving authentic and affordable Korean fried chicken in Singapore. The chicken was cooked perfectly—crispy on the outside, juicy on the inside, and it definitely met my high standards. The best part …",5,3 weeks ago,Restaurants
Seoul Kitchen,Leng Siew,"The fried sweet soy chicken was a must-try — crispy, flavorful, and memorable. Although the BBQ buffet may not offer a wide variety of choices, the food was filling, satisfying, and delicious, making it well worth the price. A nice touch: …",4,3 months ago,Restaurants
Seoul Kitchen,W8ll8AM S8M,"Was there last night 23.03.2025

The best dish that was out of this world is their homemade kimchi.  Super tasty …",5,5 months ago,Restaurants
Seoul Kitchen,Tommy L,"Great food and amazing service! Friendly and helpful staff! Had cold noodle and fried chicken. Cold noodle was perfect for a hot day. The chilled, tangy broth and springy noodles are incredibly refreshing. Remember to add mustard and …",5,a week ago,Restaurants
Seoul Kitchen,Clarence Ow,A nice korean BBQ buffet restaurant located at the stretch of shophouses along Sembawang Road. …,5,3 months ago,Restaurants
Seoul Kitchen,Alicia Lim,"Had a very unpleasant experience at Seoul Kitchen. While dining with my husband and daughter (buffet style), a large cockroach crawled across our table and over our food before heading to the glass panel beside us. Absolutely disgusting and …",1,3 months ago,Restaurants
Seoul Kitchen,Lisa C,"The food was super good, side dishes were delicious, the shrimp and veggies were really fresh as well! The fried chicken was soooo delicious, this buffet is worth the price of $20.90 per pax. The meat were marinated nicely and we ate so …",5,3 months ago,Restaurants
Seoul Kitchen,Melissa Tan,The cold noodles was yummy with  the guidance of the helpful service provider. She even teach us how to toss and cut the cold noodles. Advice us not to put too much vinegar and mustard. Add on as we feel the taste is ok. …,5,a week ago,Restaurants
Seoul Kitchen,Poomesha Vathamalai,"Amazing staff and food. Staff here are so helpful and friendly. Very affordable with amazing quality. Will definitely come here again for sure! Came at around 2.30pm, best timing to be here as no crowd!",5,6 months ago,Restaurants
Seoul Kitchen,Raven White (白鸦),"A buffet style Korean food that really impressed us! Per person not more that sgd 30, and 1 hour meal time. …",5,11 months ago,Restaurants
Seoul Kitchen,O'Hara Kay,"I had an amazing time dining seoul kitchen! From the moment we walked in, the staff was warm and attentive, making us feel welcome right away. The quality of the meat was outstanding — tender, flavorful, and perfectly marinated. We …",5,2 months ago,Restaurants
Seoul Kitchen,Henry Tan,"Cheap and affordable Korean BBQ buffet. $20.90+/pax for a Sunday dinner. Friendly and attentive service.
Refillable banchan. …",5,10 months ago,Restaurants
Seoul Kitchen,Eileen LKY (Hungry Mama),Food served very fast. Servers responsive when called. Meat is well marinated. Pork belly very thick though. It would taste and cook better if sliced thinly. Buffet price is cheap at $20.90 per person. Would be good if they increased the …,5,a year ago,Restaurants
Seoul Kitchen,Krystal,Great lunch I had on a weekday afternoon! Decided to drop by this Korean bbq place after having it saved on my list for a long time. The price was extremely affordable with a free flow meat and sides buffet at only $17.90 per pax. …,5,a year ago,Restaurants
Seoul Kitchen,Jackson Tan (Jackthehunter),Good price for the range of food offered! And they have my fav Korean fried chicken as well! Definitely worth every penny as my orders of the Korean fried chicken can cost like $30 as sold in most Korean restaurants! Staffs are friendly and …,5,3 years ago,Restaurants
Seoul Kitchen,Shu yu Goh,Spicy chicken and Sweet Soy Chicken are nice. Kimchi is nice! All pork and chicken are fresh and taste nice too. Not to mention they do provide ice cream after the bill payment. Overall tasted good. …,5,a year ago,Restaurants
Seoul Kitchen,JOSH,I came in on a very rainy day but that didn't affect anything for us. Service was as usual and even catered to us moving from table to table due to the rain. …,4,10 months ago,Restaurants
Seoul Kitchen,CWT,Went for the buffet on Saturday noon and it wasn't really crowded. Food wise the meat although looked limited choices but really we were satisfied. The best was the fried chicken. Cooked upon request and so crispy even better than those …,5,4 years ago,Restaurants
Seoul Kitchen,Aaron Ang,"I give this place 10/10! Delicious food, Friendly & Helpful Staffs! Quick Service! Value for money!!
Highly recommend their fried chicken!! Damn good! Staffs were so friendly she …",5,a year ago,Restaurants
Seoul Kitchen,CW T,The price is reasonable for the quality of food. I've tried both buffet and ala carte before and both types are equally good.  The meats and vegetables and noodles served taste good and authentic. Service is also very good and the staff are …,5,a year ago,Restaurants
Seoul Kitchen,Xelcius,"it was super worth it for the price. and they have decent fried chicken. crispy skin and tender meat. probably in term of flavour, they can improve. their bbq was good too but their pork have very strong smell. don't really like it.",4,2 years ago,Restaurants
Seoul Kitchen,Zokrath Tan,"Our friend suggested eating here at Seoul Kitchen, which is a Korean BBQ buffet place. There are seats both indoor and outdoor, but the air-conditioner wasn't strong when we were there, so it wasn't exactly much different in temperature …",3,a year ago,Restaurants
Seoul Kitchen,Vivien Teng,Overall it's a pocket friendly restaurant. Good for group dining but ventilation wise can be a bit stuffy. Buffet variety is limited but sufficient for those who are meat eaters. Their friend chicken is good. We are not so in favour of the …,3,2 years ago,Restaurants
Seoul Kitchen,Allen Lee,When for a lunch buffet set at $15.90(weekday). The choices is not much but I felt it is good enough for casual meal for a limit of 90 minutes per table serve. $15 extra fine of foods are wasted. The fried chicken here are nice and yummy. The environment also quite and clean. Recommended. Enjoy,4,3 years ago,Restaurants
Seoul Kitchen,Randy Tan,Service staff was great. The staff even cook the pork belly n teriyaki chicken on the hotplate for you. The pricing is quite affordable. The ginseng chicken soup taste great too. They even refill the soup if u want more. The side dish also …,4,7 years ago,Restaurants
Seoul Kitchen,Yi Ling,"Came on a Sunday night on a whim and it's flooded with dudes eating their heart out. Well, it's near an army camp, and there is free flow protein so it makes sense.🤷‍♀️ …",5,Edited 3 years ago,Restaurants
Seoul Kitchen,Shuren Lin,"Went for lunch for unlimited BBQ buffet and BBQ chicken because weekday lunch is $15.90++ instead of dinner at $19.90++. not sure if this buffet is offer weekend dinner. Dine in time limit is 90min and you need a min of 2 to dine. Tbh, by …",5,3 years ago,Restaurants
Seoul Kitchen,Wei Cong,"Nice Korean BBQ Buffet Restaurant in the neighborhood, $15.90 for weekdays lunch and $19.90 for weekdays dinner, before 10% service tax. Worth for a visit and service is great, fried chicken and marinated meats are tasty. Add $1 for free flow of korean barley tea.",4,3 years ago,Restaurants
Seoul Kitchen,DR DAVY GOH,"Location along Sembawang road.

Was there as the first customers. …",5,4 years ago,Restaurants
Seoul Kitchen,Gentle Monster,"One of the Korean BBQ which I always visit. Value for money depsite the increase in price recently. Barely tea used to free, but now chargeable. Fried chicken still as good and servicing portion quite okay, since is buffet, you can always …",5,2 years ago,Restaurants
Seoul Kitchen,Michelle Ling,"Very good value for Korean BBQ meat at $17.99+ for lunch and $19.99+ for dinner. Meat served includes pork belly, pork collar, non-spicy and spicy chicken, beef (skip this if you are expected short rib), prawns (dinner only), mushroom. The …",4,2 years ago,Restaurants
Seoul Kitchen,Andrew Chew,"Had lunch buffet.
The fried chicken is delicious served hot..
Overall meat and vegetables for the BBQ is good",5,2 years ago,Restaurants
Seoul Kitchen,Weimin Ong,Finally had the chance to try this place despite knowing it exists for years 😂 tried the cold spicy noodles and soy sauce fried chicken. Noodles were close to lukewarm 🥹 but flavour was decent so maybe next time I'll bring my own ice cubes …,4,a year ago,Restaurants
Seoul Kitchen,Kah Lim Chong,"Great food, excellent portion. The spicy fried chicken is a must try, for the buffet it comes with predefined side dish dont bother to order. Prawn portion is good too.  The other catch is if your group is less than 3 person, dont bother making reservations, they will let bigger group go in first.",3,4 years ago,Restaurants
Seoul Kitchen,Bingy The Biscuitboy,"$19.90 per pax

This Free- Flow Buffet is seriously 맛있어요MASISSEOYO!! (Delicious) …",5,4 years ago,Restaurants
Seoul Kitchen,Basil Chong,"3 stars - No need to travel just for this, but if you’re in the area, worthy of consideration. (Read More) …",3,2 years ago,Restaurants
Seoul Kitchen,Ivy Yap,"Value for money during week day lunch.
Fried chicken is using fresh not frozen meat, tasted very good!
Other meats average, cos after eating we feel very thirsty. …",5,3 years ago,Restaurants
Seoul Kitchen,Andy Lee,"We enjoyed good service. Spread of food is limited(6 or 7 meats), but enough for us. We chose the buffet option at $19+ Nice venue for family meals and recommended for big eaters.",4,5 years ago,Restaurants
Seoul Kitchen,Kevin Lim,"Food standard has drop especially the fried chicken. Its not juicy and moist and doesn't taste marinated and it wasn't hot when served. Its like it has been pre fried and just waiting to be served. Fortunately, the sides taste better than …",3,a year ago,Restaurants
Seoul Kitchen,Aloysius Ong,"Very good value in terms of price and food quality. One of the best buffets around. Would be better if aircon can be cooler and ventilation can be improved. Korean fried chicken was very good, especially soy flavour. BBQ meats was …",4,5 years ago,Restaurants
Seoul Kitchen,hn T,"Affordable korean BBQ. Loved their Teriyaki Chicken, well marinated. This restaurant is managed by a Korean lady.  Sides like Spring roll are served hot. Even the fried chicken. Will visit again.",5,3 years ago,Restaurants
Seoul Kitchen,Jane Tan,"food is honestly reaaalllyyy good. i love their spicy fried chicken and the side dishes <3
but cannot bring ur own plain water to drink there ? i understand you want us to …",3,6 months ago,Restaurants
Seoul Kitchen,annjay Lim,"Price is affordable for buffet, at $19.90+/adult on a weekend. Variety is enough for two of us, even if they had A LOT, let's say 10 over different kind of meats, I don't think we'd be able to try them all anyway. …",4,4 years ago,Restaurants
Seoul Kitchen,Singapore Batman,"came here so many times! very comforting food and area! food was amazing, my go to kbbq place! korean lady, probably the owner, was really nice too! she taught us how to enjoy their side dish egg roll! best egg roll! …",5,11 months ago,Restaurants
Seoul Kitchen,Richard Chia,"Simple eatery with reasonable selection of pork, chicken, beef and prawns for barbeque. Drinks charged separately. Roadside parking or HDB carpark about 5 min walk away. Good service!",3,4 months ago,Restaurants
Seoul Kitchen,J L,"Had couple of dishes for 6pax. Steam egg and pancake was good, fluffy and delicious. The meat on hot stone was flavourful too. …",2,6 years ago,Restaurants
Seoul Kitchen,chin kelvin,"Most value korean BBQ in sembawang, all the meat is tender, includes 6 to 8 mini korean side dishes to compliment the meal, pork belly, sesame oil spinach, and their kimchi is superb, the waiters are keen and considerate too",5,10 months ago,Restaurants
Seoul Kitchen,Jeremy Hang,"Price (5/5)
Good price. 17.90 for weekend lunch (inclusive gst, excluding svc). Free flow barley drinks at $1 per person. Even without any discounts, it’s one of the best …",5,2 years ago,Restaurants
Seoul Kitchen,Joc Tee,Decent variety of ingredients. Includes free flow fried chicken. Drinks not included. Price is reasonable $19.90/pax. The male servers are friendly and efficient. …,4,3 years ago,Restaurants
Seoul Kitchen,Xllvr [ジルバー],Came with a friend through looking at some reviews online and was not disappointed. Really good food for a very affordable price. …,5,3 years ago,Restaurants
Seoul Kitchen,Kendrick,"For 20 dollars buffet, this place is an absolute bang for the buck. We have 2 people and total cost was 25 each. There is only one option for beef which is marinated beef and a 10% svc charge. Water is also additional but affordable as we …",5,a year ago,Restaurants
Seoul Kitchen,Asphalt 9 gamers,"Noticed this restaurant charges more ex than opposite rival (weekend lunch buffet), because they have free flow beef, heard the opp restaurant has bad ventilation indoor. …",4,4 years ago,Restaurants
Seoul Kitchen,Jax KH Tan,Ordered the Kimchii Soup for 2 pax and a garlic fried chicken. The garlic chicken is really good. Love it. My daughter normally only go for KFC. But she took quite a bit on the garlic chicken. If my daughter loves it! Means It's good. …,4,Edited 7 years ago,Restaurants
Seoul Kitchen,T Y,"Korea Buffet weekdays adult price at $19.90 . Kids at $9.9. Price don’t come with Drinks. Barely tea is $4.90 for big jug.
Food is good. Fried chicken is nice . …",3,2 years ago,Restaurants
Seoul Kitchen,Sriram Rengachari,The wife loves Korean bbq so I was looking for a place less crowded and reasonably priced and that's when I remembered passing Seoul Kitchen on several occasions and thought why not. I've been here twice and decided this will probably be my …,4,7 months ago,Restaurants
Seoul Kitchen,Jeffrey,Had a craving for Korean fried chicken so decided to come here for dinner. I think this is a popular place for the Korean BBQ and we were the PDD out ordering the fried chicken from the À la carte menu. We order the mixed flovours …,4,3 years ago,Restaurants
Seoul Kitchen,Roy Ho,"Forgot to take photos because I am too hungry. Anyway, Japchae is salty. Teriyaki chicken is salty. Maybe I'm unlucky for the marinated beef because mine is full of the tough vain alike thingy. so I just cut away all the tough portions. …",4,5 months ago,Restaurants
Seoul Kitchen,Eliza Ho,"Cheap, free flow fried chicken. Spicy gochujang coated fried chicken was very tasty. Spicy with a tint of sweetness. Bbq meat varieties werent alot. Prawn were fresh.",3,4 years ago,Restaurants
Seoul Kitchen,Ming Qing Lye,"Food is good, fast service but the cooking plate is not good as the when the wind blow we feel the heat, it is the design of it. …",3,4 years ago,Restaurants
Seoul Kitchen,junhui law,"Limited food choices: 6 meat variety. Staff not as attentive, food is decent for $19.90++ for free flow meat and fried chicken. Bonus is the fried chicken, other than breast meat, the rest are tender and flavourful!",3,5 years ago,Restaurants
Seoul Kitchen,Germaine,"Very good service, and delicious Korean food. Overall, I was very happy with the experience! The kimchi was homemade and it's honestly one of the best I've had. Fried chicken was also done well. The buffet bbq meal was very satisfying and value for money. Highly recommend to bring your family and friends here for a good time.",5,3 years ago,Restaurants
Seoul Kitchen,Jazzwin Loh,"Varieties of meat for BBQ variety was limited, however I have to give credit for its fried chicken. Superb! Beverage  is not included in the buffet.. …",3,7 months ago,Restaurants
Seoul Kitchen,AlexNicholas,"Very average kbbq restaurant, only 6 types of meat choices + Fried chicken. Not the best marinated meats and also very warm inside the restaurant. No GST only 10% Service Charge",3,4 years ago,Restaurants
Seoul Kitchen,Terry Ding,"20 SGD per pax for 90mins unlimited BBQ and fried chicken buffet!
Excellent affordability, good taste, fast service.
Amazing~",4,a year ago,Restaurants
Seoul Kitchen,Ong Yew Tong,THE FOOD IS SUPER GOOD ESPECIALLY THE TERIYAKI CHICKEN (MUST TRY!!!!!). THE AUNTIE WAS SUPER KIND!!! AND HELPFUL!!!. WOULD DEFINITELY COME BACK AGAIN!! THANK YOU FOR THE GOOD SERVICE ❤️❤️,5,4 months ago,Restaurants
Seoul Kitchen,Yang,"Pricing is good for the quality. Inside quite smokey, ventalition not so good. At least got air con. The ban Chan variety may be little but they are appetising. The vege is fresh. The marinatrd meat is wonderful while the original were normal. Fried chicken is delicious but the batter kinds thick.",3,a year ago,Restaurants
Seoul Kitchen,Jia Ee,"I had a disappointing experience at the restaurant. The ladyboss appeared arrogant and rude, hinting employees to place notices on the tables warning customers about drinking water from their own bottles. The food portions were small, requiring repeated orders, and there were concerns about the freshness of the meat.",1,a year ago,Restaurants
Seoul Kitchen,Yan Lun,"Good food quality, beyond my expectation for this price range. Received top notch service from a spec lady. Will definitely come back again.",5,a year ago,Restaurants
Seoul Kitchen,YM Lee,"Reasonably priced but limited variety. Buffet inclusive of fried chicken but no wings, as wings are offered separately at additional charge. Marination good but meat chunks full of fats. Over fried chicken parts and pork meat also hard to chew. Drinks are charged separately too.",3,2 years ago,Restaurants
Seoul Kitchen,Foo Chuanan,"Fantastic experience at Seoul-Kitchen! Fresh, well-marinated meats, delicious side dishes, and great service. The atmosphere was lively, and the staff was attentive.",5,5 months ago,Restaurants
Seoul Kitchen,Soo YL,"The army stew is good, $26.90 for 2 pax portion. Super worth the price!!
They have BBQ buffet with affordable price too!",4,a year ago,Restaurants
Seoul Kitchen,Albert Tan,"Had lunch there. At $19.90+ per head for the ""buffet"", was a little overpriced as the chicken pieces were not crispy enough...A big turn off were all the ""rules"" they put in place. Service almost non-existent..",2,6 years ago,Restaurants
Seoul Kitchen,Daniel Goh,"Great service, great food. Wow the flavor and speed of service were great.  I love the grilled pork and the sauce.",5,2 years ago,Restaurants
Seoul Kitchen,Damon Lawrence,"Great ayce Korean BBQ, was only one lady working there when we arrived she may have been the owner.  She was very kind and friendly towards us while serving the food as fast as she could. Food was delicious especially the Korean fried chicken.",5,2 years ago,Restaurants
Seoul Kitchen,Boon Hean Low,Value for money. You can have both if you have 3 or more people. Fried chicken is made from fresh chicken and not frozen ones. BBQ meat is fresh and tender!,5,6 years ago,Restaurants
Seoul Kitchen,Candice Teo,"Good points:
Free flow of side dishes (Kimchi, macaroni salad, carrot, radish etc).
Fried chicken were good! Hot and juicy! …",3,a year ago,Restaurants
Seoul Kitchen,Waffles Xiao,Good food! Would spam the pork belly again if going back again! Got a corner seat so service was really slow for us,4,2 years ago,Restaurants
Seoul Kitchen,Cathlin W,"We came here from jakarta, having lunch. Aunty is very friendly and provided great service.  Helped us cooked the meat to perfection. The korean fried chicken is top notch and pork belly is a must!",5,10 months ago,Restaurants
Seoul Kitchen,Eunice Chin,"Made dinner reservation for 6 on 29 Dec 2024.
Not much bbq food selection but price was reasonable. They serve fried chicken as well. …",1,7 months ago,Restaurants
Seoul Kitchen,dennis tew,"We have been visiting this restaurant at least once or twice a week for their dinner buffet. However, Do take note that the 90 min lunch buffet allowance is that you need to leave the restaurant by 90 min and cannot stay any longer even …",2,4 years ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Kai Xuan Goh,"Classic Taiwanese fare. I ordered braised pork rice and salt pepper chicken.
Firstly, the braised rice meat was delightfully fatty and it came with enough sauce to cover every grain of rice. There are also some pickled radish for acidity …",4,2 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,BEE (Nobody),"Liked the signature grass jelly. Must order hot version. Very nice. Brown sugar based. The rest of the food, find nothing special or surprised. The salted chicken abit disappointed as not much flavored. Tasted like fried chicken cutlet cut …",4,4 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Wee Tang,"Felt like having Taiwanese food... So I drove all the way to Sembawang to eat at this establishment. It is packed, but seats are quickly available soon. Ordering online is quick and easy. The food came quickly and they were all good. The …",4,5 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,EQ Xavier,"The signature pork belly rice is delicious, melt in your mouth texture. Oyster mee sua is also another delight. The oyster is huge, and it's fresh without any funky taste. The salted crispy chicken is full of happiness and satisfying …",5,5 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Jed Lim,Affordable Taiwanese fare! Would recommend the scallion oil chicken rice for its fragrance! The braised pork belly here is soft and luscious too. …,4,7 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Tracy Bay,"Just bumped into this place, can’t really search on maps, need to scroll through their feeds. …",5,4 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,ayumi style,"A family friendly Taiwanese Bistro with comforting favorites to exciting new creations. The Pork Belly Rice 卤肉饭 is a signature and well loved by everyone. The tender, melt-in-your-mouth pork belly pairs beautifully with the braised sauce in …",5,8 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,viking T,"Touring around & spotted this restaurant. Decided to give it a tryvfor take away. Price considered reasonable. Serving portion average. Ordered the oyster, intestine Mee Sua . Taste quite ok, pretty peppery as I could taste the pepper spice …",3,7 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Fish,"I don't usually write reviews, but I felt this restaurant deserves one — and not in a good way. …",1,4 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,shauna yeo,"The place was clean and bright, and the staff were friendly.
Unfortunately, we didn’t get to try their Chicken Cutlet and Bubble Tea Ramen today because both were fully sold out. …",5,11 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Ezbon Sio,Came by on Wednesday evening after a run to try the bubble tea ramen. Dish was a balanced mix of sweet and savoury. The noodles were good. Highlight was the chicken cutlet which had the option to be served separately dry. Chicken cutlet …,4,7 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,YK Lai,"Randomly walked in this outlet. Quite full house. We were family of 4, planning to sit at the table outside. The staff was kind to transfer us inside as soon as table available inside. The outlet is not big, so cannot expect very conducive …",4,10 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,lee ling ang,"Their new Bubble Tea Ramen with Chicken Cutlet in the menu. We are surprised by the bowl,chewy pearls and we thought it would be sweet but it tasted more savory. A unique dish to try and pairs well with the cutlet. …",5,11 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Melissa,"We ordered:
⭐️Pork Belly Rice 👍🏻
⭐️Scallion Oil Chicken Rice …",5,9 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Shanie,"8 Degrees offers an amazing taste of Taiwanese comfort food in SG! From refreshing bubble tea to the savory bubble tea ramen, every dish is packed with authentic flavor. Initially, we were a bit skeptical about the bubble tea ramen, but we …",5,9 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Vivien Tan,"Authentic Taiwan food. The Oyster Meesua is perfectly done with many plump and juicy oysters which burst in my mouth together with the thickened meesua soup, the taste is just awesome! The Lemon Aiyu with Passion Fruit is so light, …",5,11 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Maria Ng,"Tried the bubble tea ramen this round. Very interesting taste I must say, and quite nice too. The milky savoury broth has a good balance with the mild sweetness of the pearl toppings. …",5,11 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Angel Cheong,"I love their signature milk tea, it is one of the best so far with the milky taste. The da chang mee sua soup base is quite rich and flavourful! Will come back here again to cure my Taiwan food itch!",4,7 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,Sarah ong,"Once step in, the place feels like a cozy haven blending traditional Taiwanese flavors with a warm, inviting ambiance. Perfect for relaxed gatherings and authentic bites.They have all kinds of food from the savoury braised pork rice to …",5,9 months ago,Restaurants
8 Degrees Taiwanese Bistro 8度空間-台灣小吃 ＠Sembawang,raymysterio,"8 Degrees, a popular Taiwanese restaurant in Singapore, has recently launched a unique fusion dish called “Bubble Tea Ramen”.This quirky creation combines the beloved bubble tea drink with savory ramen noodles in a tea-infused pork bone …",5,11 months ago,Restaurants
33 Sembawang Eating House,Audrey Tan,"Honestly for supper at some random ass hour, this beats spring leaf anytime HANDS DOWN. Ya maybe the flavour isn't the best but come on look at that seafood fried rice with omelette and tell me that ain't good. Plus piping hot fish soup …",5,4 months ago,Restaurants
33 Sembawang Eating House,KC Wong,"The nasi brani is served only on Friday lunch, with very limited quantity. Usually I’m not a fan but I’m hooked by this one.",5,6 days ago,Restaurants
33 Sembawang Eating House,Agnes “ManKiller” Sem,"The price for the crabs are cheaper than many.. taste is consider good for the price of it.  If to compare srilanka crabs n mud crabs here, the mpre expensive ones out there is way better. …",4,a year ago,Restaurants
33 Sembawang Eating House,Tim Wee,Great Chi zhar place with good food at decent prices. Also with spacious seating. We like that their vegetable dishes were very well cooked. You can also BYO wines 😊 …,4,3 weeks ago,Restaurants
33 Sembawang Eating House,Anthony Neo,"2/5/2023 Update:
New Porridge store open! 叁叁海鲜潮州粥 is now open. …",5,Edited 2 years ago,Restaurants
33 Sembawang Eating House,Patrick Poh,One of the random finds. Surprised to see many ppl having teochew porridge in the morning at 930am and spotted a lot of fresh fish. Took a risk and found it to be a hidden gem. One cook single handedly whipped up 20+ dishes and many fresh …,5,a year ago,Restaurants
33 Sembawang Eating House,Pearlyn,"Nice place for a meal with friends, 4 of us spent $35. Reasonable pricing and yummy dishes accompanying the porridge!
Sweet and sour pork was good and not fatty, hae bee hiam yummy, the braised …",5,a year ago,Restaurants
33 Sembawang Eating House,TT,"2nd time eating here. Chose a mud crab and was informed no meat at the claw and boss asked to choose another one, very honest. Crab is at a very reasonable price and cheaper compared to other coffeeshop. Meaty too. Strongly recommend the HK styled steamed baby squid, 😋😋 …",5,2 years ago,Restaurants
33 Sembawang Eating House,Viknesh Tamil Mani,Chill crab sauce slightly on the sweeter side. Paid $70 for 2 crabs. One had bigger claws than the other. 16 mini Mantou buns for $8. Good for 3 adults and a child. Will try the black pepper crab on the next visit.,4,4 years ago,Restaurants
33 Sembawang Eating House,Ryan P,"Nice Bamboo clams, good fresh seafood. Ideal to call for reservation on festive days",4,2 years ago,Restaurants
33 Sembawang Eating House,Flo Yeow,"It's one of those old school coffeeshops around the Sembawang, Springleaf, and Nee Soon area.  In the morning, the porridge and Malay rice stalls are open. In the evening, the tse char stall is open. Throughout the entire day, the local …",4,2 years ago,Restaurants
33 Sembawang Eating House,harry yap,"Had dinner with family before dropping son off to Nee Soon Camp. This eating house is just some metres away from the camp. The stock from the white bee hoon is so flavourful and full of unami. Also ordered fried garlic pork, sambal kang kong, oyster omelette, prawn paste chicken, hot plate tofu",5,2 years ago,Restaurants
33 Sembawang Eating House,kenneth jc,Fresh seafood and good price. Only problem is the parking. So either go early or go late....,5,Edited a year ago,Restaurants
33 Sembawang Eating House,Low Kit Yee,"Came here to takeaway dinner at the newly opened (in dec 2018) 鲜 seafood restaurant. Ordered their hor fun, sheng mian, sambal stingray, fried rice and fried prawn paste chicken wings. The hor fun and sheng mian tasted okay, but portion …",3,6 years ago,Restaurants
33 Sembawang Eating House,Jevin tan Jin yi,"Terrible food, kong bao chicken is cooked really weirdly and cereal prawn uses so much coconut milk... Doesnt help that there weres flies joining our dinner as well",1,6 months ago,Restaurants
33 Sembawang Eating House,Alan Ng,Had lunch here. Food was so-so. Do not order the fried skin dish.,3,4 years ago,Restaurants
33 Sembawang Eating House,ayra lee,"my favourite eating spot and the food is amazing, my bf really loves the food too, so thanks for making our tummies happy! ☺️ 🍽️ …",5,7 months ago,Restaurants
33 Sembawang Eating House,Samuel1992 California,"The toilet needs a renovation, it's been 30 years since this coffeeshop is not renovated for a long time. Please get a contractor and LTA to renovate the toilet and make this coffeeshop a better environment. I see the toilet is like very …",1,9 months ago,Restaurants
33 Sembawang Eating House,Des P,"The food is just average. The dishes dont come at around the same time. At least 15-20mins after we finish all our rice and other dishes (fish, chicken, egg & veg), the shark fin and pig trotter only reach our table. Complain to the waitress but she just stare blankly at us with no response.",2,11 months ago,Restaurants
33 Sembawang Eating House,Sam L,"EDIT: the previous review was apparently a one-off thing, she just had a bad day. Updating my score. I recommend the otah, squid and steamed fish. Other dishes can be hit or miss. I dislike that they cook the broccoli with frozen seafood …",4,Edited a year ago,Restaurants
33 Sembawang Eating House,TE Employer,"Used to like coming here for late night coffee and supper but recently they have chickens walking around your legs and its really creepy. They are quite aggressive because they are used to having humans around feeding them. Very annoying. Food prices are decent but taste wise, aint great.",2,a year ago,Restaurants
33 Sembawang Eating House,Benny Lau,Disappointed with tge zhi cha. Tasteless and not up to an acceptable standard. Will not go there for food.,3,2 years ago,Restaurants
33 Sembawang Eating House,Frost Tech,Good food place at night... Good choices and price...,5,4 years ago,Restaurants
33 Sembawang Eating House,Xiang Lan,Waited 2.5 hours just to not have the crab and have many dishes out of stock. Staff were unprofessional as well and kept lying to us that our food was coming. Prepared in an unhygienic manner as well - come at your own risk.,1,a year ago,Restaurants
33 Sembawang Eating House,Norman Gerard Teng,Fantastic seafood with friendly service. Totally enjoyed my dinner.,5,5 years ago,Restaurants
33 Sembawang Eating House,Sean Ling,Ordered a variety of dishes to have with rice in a typical Chinese dinner fashion. Food was decent and came promptly upon order. All dishes were served together for a fulfilling meal. Weather was good at night but might be a little warm in the day.,4,2 years ago,Restaurants
33 Sembawang Eating House,Katherine L,Had a family meal and my family members really like their food. I am a vegetarian so I requested for stir fry noodles without allium which they acceded to my request too. …,5,a year ago,Restaurants
