,Scraped Locations,Scraped Users,Scraped Reviews,Scraped Ratings,Scraped Dates,Type,relevancy,
406,Gardens by the Bay,Steve Strong,"Fantastic place. Lots of different areas to explore. Amazing sculptures, plants and indoor plant areas too. Cloud Forest and Flower Dome have changing displays too. Nice and cool too! A must visit location!",5,3 months ago,Attractions,,
407,Gardens by the Bay,Lewis Gilbert,Very nice light show and I highly recommend waiting until 7:45 and 8:45 for the special shows every night. Lots of food options inside. Recommend going at night time for best experience. Very well thought out place. 👍👍 …,5,a month ago,Attractions,,
408,Gardens by the Bay,Papa Ve,"Exceptional garden considering it's free of any admission with just entering the garden area. For an outdoor audio tour, it's worth it if you want to see all areas, but take note of the visiting time and operational hours in case you plan to book before.",5,a month ago,Attractions,,
409,Gardens by the Bay,S. Sing,"You can visit Gardens by the Bay for free. The entry tickets are for the two domes, the cloud dome and flower dome. Both nice too see. The cloud dome has a Jurassic Park theme going on now and the flower dome had a lily exposition... it …",5,2 months ago,Attractions,,
410,Gardens by the Bay,Caitlin Rajkumar,"We visited Gardens by the Bay in July 2025, and it was an unforgettable experience! We rented bikes and explored the bay on two wheels, which was such a fun and scenic way to take in the sights. The highlight was definitely the Supertree …",5,a month ago,Attractions,,
411,Gardens by the Bay,Rafiqul Islam,"Visited Gardens by the Bay with family and it truly felt like a dream! The Flower Dome and Cloud Forest were like walking through different worlds, so peaceful and beautifully done. …",5,a month ago,Attractions,,
412,Gardens by the Bay,Jubbies,"It was a wet day and despite that, we managed to have fun as a family. Dino exh was out as there was a private event so we went to Flower Dome & Floral Fantasy. The latter had the Disney event. Flower Dome, crowded but manageable. Floral …",5,2 months ago,Attractions,,
413,Gardens by the Bay,Areta,"Absolutely loved this place! It’s cool and refreshing to walk around, with beautiful greenery everywhere. The nightly light show was stunning — and the best part is, it’s free! A must-visit spot in Singapore for sure.",5,2 months ago,Attractions,,
414,Fort Canning Tree Tunnel,Georgiana Anghel,"Nice place, but unfortunately because it is very popular on social media there was a line of people waiting for pictures, so we could not enjoy it properly. But we went to the park, and it was a nice walk.",4,a week ago,Attractions,,
415,Fort Canning Tree Tunnel,Kate Egan,"We got there around 9 a.m, and there was a line halfway through the tunnel. It took an hour until we got our turn. …",4,a month ago,Attractions,,
416,Fort Canning Tree Tunnel,Alex Wong,"I waited 2 hours, that is because my son insist to get a photo of this. Luckily hotel is just walking distance. It also depends on what types of photographer is in front of your queue lines, so as for my case, we have a couple getting a wedding shots which already took more than 10 minutes alone.",4,3 weeks ago,Attractions,,
417,Fort Canning Tree Tunnel,Natphol Phattanaliamphaibool,"Fort Canning Tree Tunnel: A Tale of Two Experiences
The Fort Canning Tree Tunnel in Singapore has become an incredibly popular spot, and for good reason. It offers a unique and visually stunning experience, but …",4,2 months ago,Attractions,irrelevant,
418,Fort Canning Tree Tunnel,Sachi Sachii,"Arrived at 6 am and still dark. If you want to get enough light, you should come at least at 7 am. But there will definitely be a long queue (weekend). It is quite high to climb to the photo spot, be careful and if possible come with a friend for help to take photos.",4,2 months ago,Attractions,,
419,Fort Canning Tree Tunnel,Manzeel Uprety,"This place got viral for its instagrammable photo spot. And if you are going there for pictures too, quick reminder there is a whole lot of line since like 4  am in the morning and the line never moves its disappointing. But if you are nature lover and want some quiet peaceful time, the park overall is peaceful clean and relaxing.",4,2 months ago,Attractions,,
420,Fort Canning Tree Tunnel,076謝緯婷 Emily,I’ve never expected a park could be so pretty!! It’s definitely a beautiful and wonderful place for casual walk for chat or exercise. Not to mention those tropical plants and flora exhibit are all worth-visited…<3!,5,2 weeks ago,Attractions,,
421,Fort Canning Tree Tunnel,Hoàn Hoàng Minh,"Located within Fort Canning Park, this unique spot offers a stunning view when you look up from the base of the spiral staircase — a majestic tree stretches toward the sky, its branches beautifully framing the vibrant blue above. The …",5,a month ago,Attractions,,
422,Fort Canning Tree Tunnel,Maciek Goralski,"Im not sure what’s the fuss is about. Yes, it is quite nice spot, but to queue to take a picture in it? Cant get that. Especially that some of those self centered individuals take their sweet time doing exactly same pose as the other… definitely worth seeing, but not worth either wait or the effort",3,2 months ago,Attractions,,
423,Fort Canning Tree Tunnel,Michael Wu PhD,"popular photospot with long lines of tourist waiting even if you get here at 9am. So you might have to come even earlier, or camp out here. It is a very unique place though. At least you won't be disappointed after waiting for a hour.",5,5 months ago,Attractions,,
424,Fort Canning Tree Tunnel,Riska,"I came here by 8am, and there's already a queue to take photos at the famous spot, so I ended up taking from another angle. …",3,3 months ago,Attractions,,
425,Fort Canning Tree Tunnel,Lui Taye,"We alighted at Dhoby ghaut MRT.. Took exit B and walked towards here.
By 07:20(est), we arrived at this tunnel.. there were three groups before us.  One group which consists of around 5 pax took long time to pose. …",4,a month ago,Attractions,irrelevant,
426,Fort Canning Tree Tunnel,Susan Chai,"It is really beautiful — no doubt about that. But the crowd… was real 😅 Took a few quick shots and left. If you’re an introvert, you might feel a little awkward ’cause people were definitely watching while we tried to take photos 😂📸 …",3,3 weeks ago,Attractions,,
427,Fort Canning Tree Tunnel,Ratchanok Chaiyarat,It is a landmark where many people come to take pictures. It is not far from Dhoby Ghaut Station. It is recommended to have a friend with you. Taking pictures by yourself will be difficult. It is a beautiful tunnel that is suitable for …,4,3 months ago,Attractions,,
428,Fort Canning Tree Tunnel,C F,"A really interesting spot at the entrance of fort canning park. The only downside was the never ending queue, which I didn't want to wait in, to simply enjoy my stroll. I walked through at 9.45 am and again at 11am and both times the queue and people taking hundreds of photos per person was slightly irritating lol",3,2 months ago,Attractions,,
429,Fort Canning Tree Tunnel,Mr & Mrs Rajja,"The Fort Canning Tree Tunnel is truly one of Singapore’s most iconic and picturesque spots!
This underground crossing, featuring a beautiful spiral staircase leading up to …",5,3 months ago,Attractions,,
430,Fort Canning Tree Tunnel,V K,"It's quite picturesque, however, frankly speaking, I still couldn't understand, why there are literally crowds golf selfish maniacs queuing to make a photo session there - it's just well groomed greenery, not more!",5,a month ago,Attractions,,
431,Fort Canning Tree Tunnel,Jake Villaester,"The Wait time is 2hours to get a few shots. But if you are lucky and know how to shot well, the result will be stunning. I took the photo but I don't  know the model.  (Best Time for Photo 9A to 12NN)",5,a month ago,Attractions,,
432,Fort Canning Tree Tunnel,cyndi Tong,It's pretty and lots of green and trees. Some swings are fun to sit on the the tree tunnel is also interesting. People line up there for photos.,5,4 months ago,Attractions,,
433,Fort Canning Tree Tunnel,Dimas eko Prasetyo,"The tunnel was viral, so you must come earlier to photo.
I come on 8 am, and the queue relative long, the waiting time was arround 1-2 hours, but the photo was amazing with view. …",5,6 months ago,Attractions,,
434,Fort Canning Tree Tunnel,Aung Po Po (Po),"Hey everyone! If you’re in Singapore, you *have* to check out the Fort Canning Tree Tunnel. This hidden gem is a stunning spiral staircase surrounded by lush greenery, and it’s straight out of a fairytale! Perfect for Instagram shots or …",5,Edited 6 months ago,Attractions,,
435,Fort Canning Tree Tunnel,Patricia Cindy Liunadi,highly recommended for those who are in Singapore and like taking photos. It's better to come in the morning because there's no long queue and the lighting is good and not dazzling. …,5,5 months ago,Attractions,,
436,Fort Canning Tree Tunnel,Kestutis Vezevicius,"Very polite staff. Everyone, just unbelievably nice. Starting from reception, room service... Wish there would be more the Gymnasium and Swimming pool. Would love it if there were stairs too, as taking lift might take some time.",5,3 months ago,Attractions,,
437,Fort Canning Tree Tunnel,Alexandre Le Bris (Les Paresseux Curieux),"Such a beautiful place in terms of architecture for photo lovers. it is a very popular spot for social medias pictures, therefore there are a lot of people, have to line up for an hour to get your picture. People are just being people …",3,Edited 3 months ago,Attractions,,
438,Fort Canning Tree Tunnel,Adi Atmaja,"What sets this tunnel apart for many visitors is its iconic spiral staircase entrance near Dhoby Ghaut—a lush, greenery-covered opening that blends modern engineering with nature. It’s a hotspot for Instagrammers and photography lovers due to its striking symmetry and lighting.",5,2 months ago,Attractions,,
439,Fort Canning Tree Tunnel,Daliya Nop,"It’s really pretty and green, but most importantly always crowded, wait time is around 1-2 hours but you can take your time to take pictures and videos. Everyone in line respectfully, if you have a lot of time to spare it will be worth it. :)",5,2 months ago,Attractions,,
440,Fort Canning Tree Tunnel,Ann Lelis,"If you want to take a picture there, I suggest to get there early.  We got there around 11 am and the lines were long.  We did not get in line bec it was hot and humid.",4,2 weeks ago,Attractions,,
441,Fort Canning Tree Tunnel,Shirin Montebare,"Such an amazing spot to get Instagram-worthy photos. There is always a line, which usually takes about an hour because many Chinese tourists come in groups and tend to take lots of photos, which can be a bit annoying. So, be ready for that. Otherwise, it’s a super lovely place.",5,7 months ago,Attractions,,
442,Fort Canning Tree Tunnel,stefanie yator,"Beautiful but be ready to wait!
Came from Kuala Lumpur and visited  straight the Fort Canning Tree Tunnel around 7 AM and was surprised to see a long queue already forming. The view at the end …",5,4 months ago,Attractions,,
443,Fort Canning Tree Tunnel,Aditya Dwi Nugroho,"A Green Escape in the Heart of Singapore

Fort Canning Park is the perfect place to unwind and enjoy a touch of nature …",5,7 months ago,Attractions,irrelevant,
444,Fort Canning Tree Tunnel,SNEHA SARKAR,This place can be totally avoided it’s too over hyped and had a 1-2hrs queue for people waiting to click that one “god damn insta worthy pic” …,3,3 months ago,Attractions,,
445,Fort Canning Tree Tunnel,Brandon Ho,"Fort Canning Tree Tunnel offers a breathtaking view from the bottom looking up, creating a stunning natural frame of greenery and light. However, the steps and pathway can be quite slippery, especially after rain, making it easy to lose …",5,5 months ago,Attractions,,
446,Fort Canning Tree Tunnel,Tony & Kim Outdoor Adventures,"Fort Canning Tunnel is undeniably a stunning spot for photos, with its curved staircase and natural light creating a perfect frame. It’s easy to see why it’s a favorite for Instagrammers. However, the biggest downside is the overwhelming …",2,4 months ago,Attractions,,
447,Fort Canning Tree Tunnel,Agnes YT,"The place is aesthetic but the photo queue is long. If you want to take a photo there, you have to come very early. If you arrive at 9 am, there is already a queue.",5,3 months ago,Attractions,,
448,Fort Canning Tree Tunnel,Aera,"A lot of people falling in line, takes hours for you to take your own photo. So i suggest if you really want to go here, fall in line early in the morning. Went here around 10am.",4,a month ago,Attractions,,
449,Fort Canning Tree Tunnel,Kazzandra Alyzza Galleta,"Beautiful, but the long line of tourists dampened the experience. Waited for approx 30 mins but the line hasnt moved. …",3,a month ago,Attractions,,
450,Fort Canning Tree Tunnel,Rach el,"Not worth the hype. Massive line up for a photo. It’s smaller than it looks in photos. The gardens were beautiful though, we loved walking around and really enjoyed seeing the historical buildings.",3,2 weeks ago,Attractions,,
451,Fort Canning Tree Tunnel,Lim Ying,Many tourists love this place cos they can take very nice pictures sitting at the very spot at the middle of staircase. Be careful and cautious when you are coming down cos it is very slippery especially during raining season. I saw one chinese girl fell down in front of my eyes. :(,4,7 months ago,Attractions,,
452,Fort Canning Tree Tunnel,Rita Ozeruga,Such a spectacular location. Everything is so green and vibrant. Come early as the line for pictures gets really long and really hot!,5,4 months ago,Attractions,,
453,Fort Canning Tree Tunnel,Jessica Wong,Really beautiful and historically rich free public park. Highly recommend paying for the Barracks audio tour to learn about the Japanese invasion.,5,4 months ago,Attractions,,
454,Fort Canning Tree Tunnel,Vaibhava Karanth,"Good calm place, but due to social media popularity this has turned into a queue system for a photo moment under the tree. If you are really interested to get few clicks, make sure to wait in line for min 30 to 1 hr(during the day time). I …",4,8 months ago,Attractions,,
455,Fort Canning Tree Tunnel,APRIL Z,"The Fort Canning Tunnel is a hidden gem that took me a bit of time to find. The unique angle of the tunnel creates an illusion of grandeur, making it a fantastic spot for photography. The contrast between the lush greenery above and the …",5,6 months ago,Attractions,,
456,Fort Canning Tree Tunnel,Nathan Chen,"Must use photoshop or ai to brush out the people, or else line up for a pic! Even in morning 10 ish",4,3 months ago,Attractions,,
457,Fort Canning Tree Tunnel,Jonathan Chew,"It was my first visit here personally after seeing this on all the pre-wedding shoots, and I was surprised at the very long queue that stretched into the tunnel at the foot of the staircase. Perfect for aesthetic shoots (whether for a …",5,a year ago,Attractions,,
458,Fort Canning Tree Tunnel,Yeoh Ts,"The Fort Canning Tree Tunnel is a popular photo spot, so you’ll likely see people lining up for pictures. The iconic spiral staircase leads down to the queueing area. …",4,6 months ago,Attractions,,
459,Fort Canning Tree Tunnel,Stefanie Imperial,"So majestic,  u just need to bring more patience with u in line to photo op",5,2 months ago,Attractions,,
460,Fort Canning Tree Tunnel,Keng Cheong Tan,"Nice iconic view and the place
has become swamped with visitors because of the view. Come early in the day if you want to take photographs without the usual crowds. Otherwise, the tunnel is a …",4,a year ago,Attractions,,
461,Fort Canning Tree Tunnel,Ferdian PPF,"The Fort Canning Tree Tunnel is one of the most popular spots for travelers visiting Singapore, offering a perfect location to capture stunning photographs. Located on Fort canning road and we can Visit start around 9am and had a long queue …",5,9 months ago,Attractions,,
462,Fort Canning Tree Tunnel,Dasitha Wijesundara,"I had the pleasure of visiting the Fort Canning Tree Tunnel early in the morning, and it truly is a hidden gem for photographers and nature enthusiasts. The soft morning light filtering through the lush green canopy created a magical …",5,a year ago,Attractions,,
463,Fort Canning Tree Tunnel,Ian Limwell Avila,"Fort Canning Tunnel offers a unique and picturesque spot for photography with its curved pathway and canopy of trees overhead. Despite arriving around 8 AM, we found a long line of people already waiting to take pictures, which can be a bit …",5,10 months ago,Attractions,,
464,River Wonders,JM Ventayen,"After our Amazon River Quest ride, we continued on to River Wonders and it was such an amazing experience! 🐠✨ We saw so many aquariums filled with different fish species, each more fascinating than the last. One of the highlights was …",5,a week ago,Attractions,,
465,River Wonders,Benedict Correya,"Me and my wife visited River Wonders on a rainy Sunday. Thankfully, most of the exhibits are sheltered, so the wet weather didn’t spoil our visit and we could still enjoy seeing the animals—especially the giant pandas! The park is very …",4,3 weeks ago,Attractions,,
466,River Wonders,Shahab AB,"It was an absolutely amazing experience at River Wonders! There are so many aquatic animals to see, including giant river otters, giant freshwater stingrays, and even pandas. The manatees were the highlight for us. So funny and interesting …",5,a month ago,Attractions,,
467,River Wonders,Uthpalavi Dias,One of the coolest place to see the pandas and fish. Nice and clean area with good facilities to stroll with young kids. Also the animal presentation are nice and exciting experience for families. Giant fish tanks are wonderful and fish and animals are from both freshwater and sea water,5,a month ago,Attractions,,
468,River Wonders,Sharafina Md Abidin Shah,"I had a great time here at River Wonders! The park is beautiful and well-organised, and I especially enjoyed seeing the giant pandas. I also had a great experience at the Amazon River Quest, such a fun and cheap thrill! …",5,2 weeks ago,Attractions,,
469,River Wonders,Angeline Chiba,"The concept is great, with so many unique fish that I couldn’t see in other aquariums. The place is also family-friendly. But it’s very hot and humid, so don’t forget to bring water and a fan.",4,6 days ago,Attractions,,
470,River Wonders,G. Goh,"We had a great time at River Wonders!

It wasn’t crowded, so it was easy to walk around and enjoy everything. …",5,3 months ago,Attractions,,
471,River Wonders,Ed .venturous,"The design of the park was quite weather proof. Though it was raining when we went, most of the attractions can still be visited. Animal show have to be pre booked but it was a little underwhelming. Overall, family friendly and worth a visit.",4,a month ago,Attractions,,
472,River Wonders,Kid Vo,"The majority of the wildlife here lives underwater, but surprisingly, they also have giant pandas and red pandas. All the giant pandas seem to do is eat and eat, while the red pandas are usually hiding up in the trees for a nap. The red …",5,2 months ago,Attractions,,
473,River Wonders,Bluebell Flourish,"Once Upon a River is a fun, interactive show. Did not expect close encounters with a parrot, hornbill, monitor lizard, python, capybara and pelicans! …",5,a month ago,Attractions,,
474,River Wonders,Daddy Pooch,We really enjoyed the river wonders. It's kinda far from the place we were staying but Singapore has an efficient transport system so going here is not a problem. This is only a part of a zoo I think but this is big enough for a days trip. …,5,a month ago,Attractions,,
475,River Wonders,YT Chan,"It has fun-filled shows and an amazing boat ride. In my opinion, I think the boat ride is the most amazing boat ride you could ever ride. The fun-filled show includes One Upon A River, where you can volunteer to go up on stage to feel the …",5,2 months ago,Attractions,,
476,River Wonders,Randall Ting,Quite fun. Total time taken was around 3 hours. Went in around 2pm. Just nice there was some feeding and rangers giving additional information. …,4,4 months ago,Attractions,,
477,River Wonders,c h a r l y n n,"I enjoyed river wonders as it is such a lovely park to see the animals (manatees, otters, panda, and the capybara) love them all! Went to the arq boat ride too loved the experience! Special thanks to a staff meredith for helping me out with the tickets big thumbs up for her.",5,a week ago,Attractions,,
478,River Wonders,Beatrice Mok,"had a wonderful time at River Wonders! Loved the boat ride Amazon River Quest, and the enclosure Amazon Encounters. the animal show was good too but you must hook 2h in advance and it is booked out very quickly. Worth going down to see!",5,2 months ago,Attractions,,
479,River Wonders,Vanessa,"Great how you follow the track around the park to see all the animals. Boat ride was great, if you sit in the front you will get soaked from the waist down. Disappointed we couldn't see the show, followed instructions with trying to book 2 …",4,2 months ago,Attractions,,
